ID_101203	Den Angeklagten will der Anwalt kontrollieren. Der ist	ein Rechtsanwalt.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Anwalt"
ID_101333	Der Steuerberater will den Geschäftsmann warnen. Dieser ist	in Finanziellen Schwierigkeiten.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	'Auf ""Geschäftsmann"''
ID_101268	Den Clown will der Komödiant einladen. Er hat	einen freien Platz im Zelt.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	'Auf ""Komödiant"' (bzw. den, der Komödiant ist)'
ID_101213	Den Politiker will der Künstler zeichnen. Der ist	ein Prominenter.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Politiker"
ID_101358	Der Wachmann will den Angestellten retten. Er ist	in einem brennenden Gebäude.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Wachmann" (es sollte eigentlich ein "in dem Angestellten" lauten, wenn es um den von dem Errettungsversuch betroffenen Menschen geht)
ID_101248	Den Jungen will der Babysitter tadeln. Dieser hat	diesen Fehler begangen. (oder: das getan)	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	'Auf ""Jungen/Babysitter"' (es gibt zwei Möglichkeiten, da es um eine Ersetzung handelt: entweder den Jungen oder den Babysitter)'
ID_101343	Der Sanitäter muss den Verletzten tragen. Er ist	der Verletzte.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	'Auf ""Sanitäter"' (es handelt sich um einen Mann, ein männlicher Sanitäter), meine vorherige Falschannahme.'
ID_101283	Der Lehrer will den Klassensprecher loben. Der hat	sehr gute Leistungen erbracht.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Klassensprecher"
ID_101338	Der Abiturient will den Besucher erschrecken. Dieser ist	ein Mann im Kostüm, der ihn zum Scherz besucht.	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	'Auf ""Mann im Kostüm"'.'
ID_101223	Den Dozenten will der Student treffen. Dieser hat	eine Vorlesung. (oder: eine Sprechstunde, oder ein Büro, in dem er anzutreffen ist)	Auf was bezieht sich das "Dieser" in dem Satz, den Sie ergänzt haben?	Auf "Studenten"
ID_101368	Der Mieter will den Maler bezahlen. Er ist	für die Arbeiten zuständig.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf "Maler"
ID_101288	Der Auszubildende soll den Buchhalter sehen. Der hat	ein Gespräch mit dem Vorstand.	Auf was bezieht sich das "Der" in dem Satz, den Sie ergänzt haben?	Auf "Auszubildende"
ID_101278	Den Professor soll der Doktorand vertreten. Er hat	eine Vorlesung zu halten.	Auf was bezieht sich das "Er" in dem Satz, den Sie ergänzt haben?	Auf den Doktorand.
