ID_106208	Die Mitarbeiterin nahm dem Opernsänger den Mantel. Diese fand das angemessen.
ID_107406	Der Schneider nähte der Klientin die Jacke. Dieser investierte viel Mühe.
ID_106511	Der Inhaber bot der Mitarbeiterin den Umzugswagen. Die wollte sich außerdem das Wochenende frei nehmen.
ID_107198	Die Tante leitete der Nichte den Videoclip. Dieser zeigte eine Katze und eine Gurke.
ID_107754	Die Wächterin hat dem Schwager den Geheimcode. Diese war nämlich schon betrunken.
ID_106268	Die Klientin überwies dem Detektiv den Betrag. Sie war dabei sehr diskret.
ID_107517	Der Chef garantierte der Angestellten die Gehaltserhöhung. Der war nämlich sehr zufrieden.
ID_106049	Die Enkelin malte der Großmutter den Garten. Dieser enthielt viele bunte Pflanzen.
ID_106797	Der Anwalt erklärte der Mandantin die Beweislage. Dieser war wie immer perfekt vorbereitet.
ID_106119	Die Käuferin schuldete der Händlerin den Kaufpreis. Er lag im fünfstelligen Bereich.
ID_107463	Der Regisseur empfahl der Schauspielerin die Fernsehserie. Er sah gern Komödien.
ID_107746	Die Verkäuferin lieh der Interessentin den Autoschlüssel. Der war defekt.
ID_107823	Die Vermieterin schickte dem Mieter den Mietvertrag. Sie hat aber vergessen, zu unterschreiben.
ID_107111	Die Lehrerin kündigte dem Rektor die Pensionierung. Der war darüber etwas traurig.
ID_105913	Der Teenager verkaufte der Freundin den Ausweis. Sie war bereits vorbestraft.
ID_106780	Der Betrüger raubte dem König die Krone. Die war unfassbar wertvoll.
ID_106172	Die Unternehmerin stellte der Bankangestellten den Kostenplan. Der war sorgfältig berechnet worden.
ID_106649	Der Eigentümer vermietete dem Anwohner die Parkfläche. Diese war glücklicherweise schattig.
ID_106916	Der Vater kaufte der Tochter die Zuckerwatte. Der war heute gut gelaunt.
ID_107256	Der Chirurg besorgte dem Arzt die Stelle. Diese war sehr abwechslungsreich.
ID_107061	Die Hotelmanagerin beschaffte dem Urlauber die Massage. Er machte nämlich einen gestressten Eindruck.
ID_106391	Der Krankenpfleger wusch der Patientin den Rücken. Diese kannte die Routine mittlerweile.
ID_107676	Die Türsteherin verweigerte der Besucherin den Zutritt. Er war leider nicht gestattet.
ID_106318	Die Friseurin erzählte dem Neukunden den Sonntagswitz. Die konnte dabei nicht aufhören, zu lachen.
ID_107374	Der Kollege führte dem Neuen die Prozedur. Die war ziemlich komplex.
ID_107870	Die Studentin stahl dem Dozenten den Laptop. Die hatte nämlich ernste Schwierigkeiten.
ID_107327	Der Dieb entwendete dem Touristen die Handtasche. Sie enthielt alle Wertsachen.
ID_105866	Der Künstler vererbte der Musikerin den Besitz. Sie war jetzt sehr reich.
ID_106570	Die Schülerin zeigte dem Sitznachbarn die Formel. Der war nämlich immer sehr nett.
ID_105988	Der Archäologe präsentierte der Museumsdirektorin den Fund. Die war sehr aufgeregt.
ID_106997	Die Lieferantin baute dem Kunden die Kommode. Dieser war nämlich etwas ungeschickt.
ID_106456	Die Autorin widmete dem Verlobten die Novelle. Er war dafür sehr dankbar.
ID_107588	Die Lieferantin reichte dem Floristen die Rechnung. Dieser war sehr gutaussehend.
ID_106719	Der Therapeut gewöhnte dem Patienten die Marotte. Sie hatte bereits gefährliche Folgen.
ID_106858	Der Gastgeber organisierte der Rednerin die Hotelsuite. Er freute sich über den Besuch.
