ID_100854	Der Künstler will den Politiker zeichnen. Dieser ist
ID_100763	Den Jungen will der Babysitter tadeln. Er hat
ID_100651	Den Kameraden will der Soldat überraschen. Der ist
ID_100735	Den Bewerber soll der Manager einstellen. Er hat
ID_100658	Den Angestellten will der Wachmann retten. Der ist
ID_100784	Der Polizist will den Raser prüfen. Der hat
ID_100777	Der Komödiant will den Clown einladen. Der hat
ID_100812	Der Ober soll den Koch loben. Der hat
ID_100721	Den Buchhalter soll der Auszubildende sehen. Dieser hat
ID_100805	Der Doktorand soll den Professor vertreten. Der hat
ID_100798	Der Journalist soll den Abenteurer fotografieren. Der hat
ID_100714	Den Sieger will der Trainer ehren. Dieser hat
ID_100770	Den Patienten will der Arzt untersuchen. Er hat
ID_100833	Der Sekretär will den Chef stören. Dieser ist
ID_100861	Der Kunde will den Fachmann aufsuchen. Er ist
ID_100819	Der Passant soll den Ordnungshüter informieren. Dieser ist
ID_100672	Den Unruhestifter will der Bäckermeister melden. Der ist
ID_100875	Der Samariter soll den Kranken pflegen. Er ist
ID_100882	Der Steuerberater will den Geschäftsmann warnen. Er ist
ID_100889	Der Abiturient will den Besucher erschrecken. Er ist
ID_100686	Den Hausmeister soll der Pförtner benachrichtigen. Der ist
ID_100707	Den Opa soll der Pfleger baden. Dieser ist
ID_100679	Den Verletzten muss der Sanitäter tragen. Der ist
ID_100728	Den Star will der Bodyguard verstecken. Dieser hat
ID_100742	Den Schauspieler will der Regisseur unterstützen. Er hat
ID_100700	Den Klassensprecher will der Lehrer loben. Dieser hat
ID_100826	Der Verkäufer soll den Dieb anzeigen. Dieser ist
ID_100749	Den Sohn will der Vater küssen. Er hat
ID_100791	Der Schüler will den Direktor begrüßen. Der hat
ID_100665	Den Maler will der Mieter bezahlen. Der ist
ID_100693	Den Assistenten will der Vorgesetzte suchen. Dieser hat
ID_100896	Der Kellner soll den Gast bedienen. Er ist
ID_100840	Der Anwalt will den Angeklagten kontrollieren. Dieser ist
ID_100847	Der Busfahrer will den Reiseleiter wecken. Dieser ist
ID_100868	Der Fahrer will den Anfänger überholen. Er ist
ID_100756	Den Dozenten will der Student treffen. Er hat
